,Title,location,Posting_date,job_link,date,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,TEAM
448,Software Development Engineer - Prime Video Search,"US, NY, New York","June 14, 2019",https://www.amazon.jobs/en-gb/jobs/877625/software-development-engineer-prime-video-search,2019-06-14,"Would you like to experience what it would have felt like to join Amazon in 1995? The International Expansion team is responsible for launching Amazon marketplaces in new regions and our team gets to experience the feeling of launching businesses from the ground up and making our products work for the customers in the new regions.The International Expansion team is building a team to define, design and develop a solution for a new business initiative that will directly impact Amazon's topline growth. Our Development team will play a pivotal role in this program, with the mission to build a comprehensive solution for the new business initiative. This is a rare opportunity to be part of a team that will be responsible for building a successful, sustainable and strategic business for Amazon, from the ground up!This particular team, the Amazon India Regionalization team, located in Seattle, owns the end to end regionalization experience for Amazon customers, across marketplaces. We work with core Amazon components such as Items and offers platform, Search, Fulfillment technologies and many others to deliver a delightful and fast shopping experience. Our mission is to improve our customer's shopping experience by personalizing the discovery of products with ""regionalized"" offers that have the best price and delivery times, based on customer's location.As a Developer on the team you will be instrumental in designing and building location based solutions that work seamlessly across Amazon products and provide the best mobile shopping experience for our customers. The solution you will build will accelerate global innovation and impact all aspects of the buyer's experience on Amazon. You will be responsible to set up and hold a high software quality bar besides providing technical direction to a highly technical team of Software Engineers.","· A Bachelor’s degree in Computer Science or equivalent combination of technical education and work experience.· 2-3 years of Software Development experience.· Strong, object-oriented design and coding skills (C/C++ and/or Java/C# on a UNIX or Linux/Windows platform).· Solid software development background including design patterns, data structures, test driven development.· Solid experience with distributed (multi-tiered) systems, algorithms, and relational databases.· Software development experience in JSP, Spring, AWS, S3, SQS, building web services and highly scalable applications or equivalent.· Proficiency using modern web development technologies and techniques, including JavaScript, AJAX, HTML5, CSS, Responsive Design, web services, etc.","· Master’s degree in Computer Science, Computer Engineering or related technical discipline.· Hands-on expertise in many disparate technologies, typically ranging from front-end user interfaces such as HTML5, JavaScript through to mobile app development (Android, iOS, etc.).· Previous experience in designing low latency mobile sites and applications.· Experience in e-commerce and Deep hands-on technical expertise.· Ability to handle multiple competing priorities in a fast-paced environment.· A deep understanding of software development in a team, and a track record of shipping software on time.· Exceptional customer relationship skills including the ability to discover the true requirements underlying feature requests, recommend alternative technical and business approaches.· Strong analytical skills, with excellent problem-solving abilities.· Strong customer focus, ownership, urgency and drive.· Excellent verbal and written communication skills.Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Amazon.in
449,Sr. Developer– AWS Solutions Architecture Innovation Labs,"LU, Luxembourg","June 14, 2019",https://www.amazon.jobs/en-gb/jobs/877593/sr-developer-aws-solutions-architecture-innovation-labs,2019-06-14,"Come build the future of Linux at Amazon with the Amazon Linux Team!If you are a Software Development Manager who is passionate about building the platform to support the world’s premier cloud computing environment, then this is the job for you.Amazon Linux team is responsible for maintaining the Amazon Linux AMI which is made available to our customers via the AWS console. We're also responsible for the tooling required to build and maintain the Amazon Linux operating system.Software Development Managers work with technical leaders to refine technical direction, hire and develop the skills of the teams they lead, and own the delivery of the products and programs they're tasked with. They are equally comfortable leading small, focused project teams as well as making major direct contributions to the project. They deliver features, through their teams, with minimal direct oversight. They are also adept at recruiting and developing bar-raising talent.The baseline individual for this role will be entirely comfortable with the Linux operating system and understand how to develop in languages such as C, C++, Python, and Java in a Linux environment. Experience with Linux package management, version control systems, automated build processes, and software unit testing are a must. An understanding of and experience in contributing to open source projects is a plus. Specific in depth knowledge of the use, design, and development of Linux operating system internals, including the kernel and hypervisor is required for this role.This team creates the very core of the cloud, and is directly responsible for radically changing and improving the way that people use computers - come join us to have fun, and make history!For more information on Amazon Web Services please visit: http://aws.amazon.com","· BS in Computer Science or related discipline, or equivalent work experience.· 5 Years of demonstrated technical leadership· Knowledge of Linux packaging tools, processes, and distribution· At least 5 years of industry experience focused on Linux. Proficiency in using the typical Linux toolbox of open source software and management tools.· Demonstrated ability to plan and deliver complex, high quality, software products with minimal guidance· Demonstrated ability to deliver results with cross-organizational dependencies","· Excellent leadership, verbal and written communication skills· Ability to collaborate, be both highly motivated and motivating· Experience with designing and building large scale systems· Experience using the typical Linux toolbox of open source software and management tools.· Experience with Debian / Ubuntu packaging· Experience with RPM packaging· Experience with at least two of C, shell, Python or Java.· MS or PhD in Computer Science.· 5+ years as a Development Manager· Understanding of Linux networking.· Experience working with the open source community.· Experience with distributed systems architecture and related technologies.",Software Development Engineers
450,Developer– AWS Solutions Architecture Innovation Labs,"LU, Luxembourg","June 14, 2019",https://www.amazon.jobs/en-gb/jobs/877588/developer-aws-solutions-architecture-innovation-labs,2019-06-14,"Alexa Communications team is looking for software engineers who are interested in building Communications capabilities with us. We solve complex technical and business problems with ingenuity and simplicity. You can make history with us, and the good news is that we’ve only just begun!For our new team we are looking for passionate, curious, and talented Software Engineers who have experience building innovative, mission critical, high volume applications that will revolutionize the industry. You will have an enormous opportunity to make a large impact on the design, architecture, and implementation of cutting edge products used every day, by people you know. Running with the spirit and energy of a start-up, our team is focused on leveraging emerging technologies (Alexa voice recognition) to create new product offerings in the space of Communications.The RoleWe are looking for a passionate, hard-working and talented Senior Software Development Engineer for the Alexa Communications team who has experience building innovative, mission critical software features. You will have an enormous opportunity to make a large impact on the design, architecture, and development of consumer products. In this role, you will:· Be responsible for the development and maintenance of key communications features for Amazon Echo· Work with other team members to investigate design approaches, prototype new technology and evaluate technical feasibility· Assist with Architecture and Design of new and current systems· Work in an Agile/Scrum environment to deliver high quality softwareCandidates applying should have:· Excellent programming skills in either C, C++ or Java· Strong fundamentals in core Computer Science areas like Data Structures and Algorithms.· Creatively use their tech skills to solve business problems· Linux system development experience is a plus.Equally important to these specific skills are a candidate's ability to:· Multi-task· Quickly adapt to new development environments and changing business requirements· Learn new systems· Create reliable/maintainable code, and find creative and scalable solutions to difficult problems· The ability to communicate clearly and concisely both written and orally is a key competency as is demonstrable skill as a self-starterWe are looking for candidates who are passionate about delivering a world-class Kindle experience to our customers.B.E/B.Tech/MCA/M.E/M.Tech/Ph.D degree in computer science or related fields, or equivalent experience, is required","B.E/B.Tech/MCA/M.E/M.Tech/Ph.D degree in computer science or related fields, or equivalent experience, is required","B.E/B.Tech/MCA/M.E/M.Tech/Ph.D degree in computer science or related fields, or equivalent experience, is required",Alexa Communications
451,Sr. Software Development Engineer,"IE, DUBLIN, Dublin","June 14, 2019",https://www.amazon.jobs/en-gb/jobs/877575/sr-software-development-engineer,2019-06-14,"Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.The Ad Data Management team, based in Seattle, is responsible for providing an analytics platform that enables business insights to our customers. We deal with one of the world’s largest product catalog, handle billions of requests a day with plans to grow it by order of magnitude. We are looking for a highly motivated, top notch engineer to revamp existing systems and build new ones from the ground up. A successful candidate will have demonstrated experience in at least some of the following areas: machine learning, model building and algorithm development, building and scaling very large data processing platforms using distributed computing technologies such as Map/Reduce, transnational systems and data persistence using RDBMS, algorithm development for efficient scheduling, sampling, queuing, classification, etc.As an experienced member of the team, in this role, you will:drive the technical direction of our offerings and solutions, working with many different technologies. You will design and code, troubleshoot and support. What you create is also what you own.sspajobs","· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 3+ years of non-internship professional software  development experience.· · Programming experience with at least one modern  language such as Java, C++, or C# including object-oriented design.· · 1+ years of experience contributing to the architecture  and design (architecture, design patterns, reliability and scaling)  of new and current systems.· ","· Advanced Degree (MS/PhD) in computer science or related discipline or 4+ years of relevant industry experience· Expertise in Map/Reduce systems such as Hadoop / Hive / Flume· Experience in Machine learning or web crawling· Knowledge of HTTP Protocol, REST, XML, J2EE, JavaScript, AJAX a plus· Familiarity with Pay for performance Ad model and the Internet advertisement industry is a plus· Experience with UI frameworks such as Spring MVC, GWT, jQuery, Swing, etc. is a plus· Experience with Amazon Web Services is a plusAmazon is an Equal Opportunity-Affirmative Action Employer - Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientationsspajobs",Self-Service Performance Advertising
452,Sr. Software Development Engineer,"IN, KA, Bangalore","June 14, 2019",https://www.amazon.jobs/en-gb/jobs/877561/sr-software-development-engineer,2019-06-14,"Interested in the Alexa mobile app? The Alexa Mobile Location team looking for passionate, hard-working, and talented Android Engineers who have experience building innovative, mission critical, high volume applications that customers love. Help us build new experiences for our customers all over the world. We’re working hard, having fun, making history; come join us!You will have an enormous opportunity to make a large impact on the design, architecture, and implementation of cutting edge products used every day, by people you know.As a member of the team you will be responsible for leading the development and launch of core product features. You will have significant influence on our overall strategy by helping define these product features, drive the system architecture, and spearhead the best practices that enable a quality product.The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast.",· Bachelor's degree in CS or related field· Experience in mobile development on Android or iOS· 3+ years of experience building successful production software systems· Experience with Computer Science fundamentals· Experience with multi-threading and mobile device memory management· Experience defining system architectures and exploring technical feasibility tradeoffs,"· Experience with mapping and geolocation related development· Strong technical communication with peers and non-technical cohorts· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Experience with full-native, hybrid, and pure-web mobile app development5121549051",Alexa Mobile
453,Software Development Engineer - Display Advertising - Core Services,"CA, ON, Toronto","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877541/software-development-engineer-display-advertising-core-services,2019-06-13,"Amazon is investing heavily in building a world class advertising business and we are responsible for defining and delivering a collection of self-service performance advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.The Ad Data Management team, based in Seattle, is responsible for providing an analytics platform that enables business insights to our customers. We deal with one of the world’s largest product catalog, handle billions of requests a day with plans to grow it by order of magnitude. We are looking for a highly motivated, top notch engineer to revamp existing systems and build new ones from the ground up. A successful candidate will have demonstrated experience in at least some of the following areas: machine learning, model building and algorithm development, building and scaling very large data processing platforms using distributed computing technologies such as Map/Reduce, transnational systems and data persistence using RDBMS, algorithm development for efficient scheduling, sampling, queuing, classification, etc.As an experienced member of the team, in this role, you will:drive the technical direction of our offerings and solutions, working with many different technologies. You will design and code, troubleshoot and support. What you create is also what you own.sspajobs","· 2+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· 3+ years of non-internship professional software  development experience.· · Programming experience with at least one modern  language such as Java, C++, or C# including object-oriented design.· · 1+ years of experience contributing to the architecture  and design (architecture, design patterns, reliability and scaling)  of new and current systems.· ","· Advanced Degree (MS/PhD) in computer science or related discipline or 4+ years of relevant industry experience· Expertise in Map/Reduce systems such as Hadoop / Hive / Flume· Experience in Machine learning or web crawling· Knowledge of HTTP Protocol, REST, XML, J2EE, JavaScript, AJAX a plus· Familiarity with Pay for performance Ad model and the Internet advertisement industry is a plus· Experience with UI frameworks such as Spring MVC, GWT, jQuery, Swing, etc. is a plus· Experience with Amazon Web Services is a plusAmazon is an Equal Opportunity-Affirmative Action Employer - Minority/Female/Disability/Veteran/Gender Identity/Sexual Orientationsspajobs",Self-Service Performance Advertising
454,Software Development Engineer II - AMZ1637,"US, CA, Santa Cruz","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877538/software-development-engineer-ii-amz1637,2019-06-13,"CloudFront is one of AWS' largest services, at the center of almost every major Internet event. For sporting events such as the Super Bowl, game launches, movies, or TV, there's a tremendous amount of work that goes on behind the scenes to ensure the data is transferred with high performance and efficiency. If you enjoy solving challenging problems with unparalleled scale, this is the team for you!The CloudFront Client Performance team is a brand new team within the Performance team that we are starting to hire for now. This is for a new initiative to accelerate HTTP traffic beyond current limits. The team will cover new ground - we will experiment, try new ideas, fail, adapt, and try again to achieve our goals.We're looking for experienced software engineers who are familiar with one or more of the following spaces: TCP/UDP communication, packet processing, or optimizing network communication in general.We are looking for software engineers who will:· Provide a service that is core to all modern Internet businesses· Operate an AWS business with globally distributed servers and customers at a massive scale· Own one of the lowest latency and highest throughput services in all of AWS· Mentor and be mentored by a great team of software developers· Understand what it takes to grow and operate a global business at our scale· Make critical design decisions with impact across AWSAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.","· 3+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· Bachelor’s Degree in Computer Science or closely related field","· Advanced Degree in Computer Science or closely related field· Experience working with a team of developers to build complex features that have been successfully delivered to customers· Strong debugging, troubleshooting, and problem solving skills· Proficiency with Computer Science fundamentals in object-oriented design, data structures, algorithm design and analysis· Experience developing distributed systems and web services· Familiarity with Linux development environment· Familiarity with networking concepts, TCP performance in particular· Content Delivery Network (CDN) experience a plus· Expert skill in one modern programming language such as C, C++, Java, C#· Experience with systems and software architecture· Knowledge of professional software engineering best practices, including coding standards, code reviews, source control management, build processes, testing, and operations· Ability to take a project from scoping requirements through actual launch of the project· 4+ years’ experience as a lead developer on at least one project· 4+ years’ experience mentoring and coaching others· Ability to effectively articulate technical challenges and solutions to non-technical audiences· Ability to propose and evolve designs with Principal and Distinguished Engineers· Can deal well with ambiguous, undefined problems; ability to think abstractly and turn abstractions into results",Software Development Engineers
455,Software Development Engineer,"US, CA, Palo Alto","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877524/software-development-engineer,2019-06-13,"Interested in Alexa and the companion app for mobile? Help us build new mobile experiences for our customers in Japan and world-wide. We’re working hard, having fun, making history; come join us!We are looking for passionate, hard-working, and talented Software Engineers who have experience building innovative, mission critical, high volume applications that customers love. You will have an enormous opportunity to make a large impact on the design, architecture, and implementation of cutting edge products used every day, by people you know.As a member of the team you will be responsible for leading the development and launch of core product features. You will have significant influence on our overall strategy by helping define these product features, drive the system architecture, and spearhead the best practices that enable a quality product.The ideal candidate is clearly passionate about new opportunities and has a demonstrable track record of success in delivering new features and products. A commitment to team work, hustle, and strong communication skills (to both business and technical partners) are absolute requirements. Creating reliable, scalable, and high performance products requires exceptional technical expertise, a sound understanding of the fundamentals of Computer Science, and practical experience building large-scale distributed systems. This person has thrived and succeeded in delivering high quality technology products/services in a hyper-growth environment where priorities shift fast.","· BS/MS in Computer Science or equivalent.· 4+ years of industry experience.· Experience in mobile development (Android and iOS)· Analytical abilities and design skills.· Experience with the tools of the trade, including a variety of modern programming languages (Java, C/C++, Objective C, Python, JavaScript) and open-source technologies (Linux, Spring, JQuery, etc)· Fluency in English (at least Business level English is required)","· Experience developing cloud software services and an understanding of design for scalability, performance and reliability.· Development experience defining, developing and maintaining REST based interfaces· Excellence in technical communication with peers and non-technical cohorts· Experience with full-native, hybrid, and pure-web mobile app development· Experience building developer facing products and services· Experience building frameworks for creating applications on various platforms· Strong sense of ownership, urgency, and drive.· Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.· Demonstrated ability to achieve stretch goals in a highly innovative and fast paced environment.5121549051",Alexa Mobile
456,Senior Software Development Engineer,"US, CA, Palo Alto","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877523/senior-software-development-engineer,2019-06-13,"Amazon Web Services (AWS) QuickSight is looking to hire talented front end development engineer to build world class experiences and services for our customers. AWS QuickSight is a fast, easy-to-use cloud-based, serverless Business Intelligence (BI) service designed for easy deployment to tens of thousands of users. As a fully-managed SaaS application, there’s no need to buy, manage and scale servers and no software to deploy and upgrade. QuickSight is deeply integrated with AWS data sources, allowing companies to deploy secure and scalable BI with their data on AWS.We are looking for motivated Front-End Engineers with a proven track record of building web applications and services. This role offers wide scope, autonomy, and ownership. You’ll have a seat at the table and will be counted on to be an influential voice in decisions related to system architecture, feature development, and product strategy. We have an ambitious mission requiring an engineer with great judgment and a track record of building great customer experiences. You’ll have the opportunity to own, design and deliver highly scalable systems that will be used by internal and external enterprise customers to build, manage and serve beautiful, innovative features. We’re building a full-service, full-stack platform for end-users and other developers.In this role you will make worldwide impact of how our customers around the world analyze and visualize data. If this sounds like a project you’ve been working towards and would like to deliver, please contact us today, and let’s talk about how you can be a part of it.FrontEnd engineers in this role partner with the customers, stakeholders, product managers and UX designers to define and execute the product goals. You challenge yourself and others to constantly come up with better solutions. You're a thought leader, but you don't just know how to solve the problem, you prove it by building the solution. Last but not the least; you have a high bar for code quality and passion for design and architecture.Responsibilities :· Translate functional and technical requirements into detailed architecture/design/working software solutions by working with PM, UX designers, and customers.· Code and test system components; participate in code and design reviews.· Demonstrate ownership of end-to-end code quality, system tests, functional tests, and integration.· Partner/Collaborate across teams/roles to deliver results.· Be responsible for overall system architecture, scalability, reliability, and performance.· Mentor other engineers, define the technical culture, and help grow the team.“Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation”","· Bachelor’s degree in Computer Science, Math or related field· 3+ years of professional front end, web, or mobile software developing· Excellent verbal and written communication skills.· Strong analytical skills with excellent problem solving.· OO design and coding skills in Java· Proven track record of delivery· Solid coding practices including peer code reviews, unit testing, and a preference for agile development.","· Passion for usability and creating efficient, scalable web interfaces.· Experience developing software using modern frameworks such as AngularJS, React, Spring or Node.· Sharp analytical abilities and proven design skills· Strong sense of collaboration, ownership, urgency, and drive· Experience successfully mentoring other engineers· Experience building large-scale web applications.· Demonstrated leadership abilities in an engineering environment in driving operational excellence and best practices.",Software Development Engineers
457,Senior Framework System Development Engineer ,"CN, Beijing","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877518/senior-framework-system-development-engineer,2019-06-13,"Are you looking for an early stage, fast-paced AWS team to apply your deep analytical and engineering skills to? Come join us in making Amazon Chime great (https://chime.aws/) Amazon Chime is our solution to Unified Communications as a Service. Launched in 2017, we are built on top of the AWS cloud using AWS toolsets. We are looking for leaders who are interested in delivering the features that our customers are asking for and get excited about public launch of such featuers every few months.At Amazon Chime, we believe in using AWS's scale, reliability, flexibility and ease of use to deliver early versions of this exciting software quickly and iteratively, to get customer feedback, and use the feedback to make data driven and agile decisions. We rely on software engineers leveraging their own expertise and perspectives to drive quality into our product. We are listening to our customers and adapting to the customer needs to prioritize our projects to revolutionalize how telephony is setup in enterprises.This specific position is to work on a new team, that we are building in Amazon Chime, for end-user facing features for our Amazon Chime client applications as well as for administrators of Chime AWS console. AWS Console for Chime is the place where our customers setup and manage their Chime Accounts, manage user licenses and identity providers, domains and much more. We also make sure that these administrators can automate all these operations using AWS SDK for Amazon Chime. We solve interesting, real-world challenges - we optimize the customer experience for a range of devices, develop new features and user experiences, overcome slow networks and build common technologies that can be used by other teams.We are looking for Software Engineers with the passion and experience on working as a full stack developer who will primarily work on AWS Console (console.aws.amazon.com) but will also learn about and contribute to web applications for Chime, Windows/MacOS platform apps and Chime mobile apps. Key areas include: Enabling rapid client development, finding innovative ways to scale and increase performance, building tools to ease continuous integration and automated testing, adding metrics for customer usage and take tactical decisions based on data to improve user experience, while supporting existing Amazon technologies.","· 3+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.· BS or Masters in Computer Science & 5+ years of experience· Experience developing scalable services and customer facing web applications· Knowledge of data structures, algorithms, operating systems, and/or distributed systems· Strong proficiency in one or more of the following: Java, Javascript, Typescript, Ruby, Python","· Experience with backend technologies with knowledge of using AWS services like Dynamo, S3 etc.· Has experience in delivering high quality, low-latency web or Windows or MacOS or mobile application.· Experience influencing software engineering best practices within your team· Experience writing unit and system level tests using dependency injection frameworks and object mocking.· Ability to take raw product requirements and create software architectures and designs to bring them to life· Strong attention to detail· Ability to think creatively and solve problems· Comfortable working in a fast paced, highly collaborative, dynamic work environment",Software Development Engineers
458,Software Development Engineer,"US, WA, Seattle","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877502/software-development-engineer,2019-06-13,"Software Development Engineer - Scaled Multi Channel Advertising - Display Advertising - Core ServicesDo you want to work in a greenfield project? Are you passionate in building low latent and highly scalable distributed services? Do you want to be part of huge opportunity in building world-class Amazon Display Advertising business? We have a team that is making revolutionary leaps forward in this space are in need of Software Development Engineers. Come join us and be part of this revolution.Amazon is investing heavily in building a world-class Advertising business where we run relevant display ads on key placements across our Retail website (e.g. amazon.com), Retail Mobile Shopping Apps, Devices (e.g. Kindle, Fire Tablet, Fire TV, Echo, etc), Third Party websites (e.g. nytimes.com) and Third Party Mobile Apps. The Multi-Channel Advertising team is building the next generation of products and services that will fuel the future growth of Amazon’s ad solutions, by providing self-service display advertising capabilities to 200K+ supplier-brands (vendors and seller-brands). This is a chance to be in on a huge opportunity as we put an Amazon twist into online advertising. The team forms the backbone of the Ad management technology stack by providing scalable and secure solutions to the cross-cutting concerns that span across various ad programs. Our mission is to enable partner application teams deliver high quality business offerings for our end customers at the speed and scale the business demands. Some of the solutions owned by the team include business process workflows framework, user account and permissions management, sales and delivery ad product catalog management with deep integrations into automated smart recommendations and forecasting systems. We rely on core AWS technologies such as DynamoDB, S3, SNS/SQS, Kinesis, EC2, Elasticsearch, Lambda’s, CloudWatch, etc., as well as several internal tools to continuously innovate and simplify on behalf of our customers managing their marketing campaigns across all advertising channels.We’re looking for experienced, motivated software engineers with a proven track record of building web applications and services. You’ll be responsible for owning, designing and delivering highly scalable systems that will be used by internal and external customers to build, manage and serve beautiful, innovative and relevant ads. You’ll work with customers to scope, design, implement, test and launch new features. You enjoy innovation, simplifying complex problems and tackling tough challenges. Sounds like a good fit?","· Bachelor’s Degree in Computer Science or related field· Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education· 3+ years professional experience in software development· Computer Science fundamentals in object-oriented design· Computer Science fundamentals in data structures· Computer Science fundamentals in algorithm design, problem solving, and complexity analysis· Proficiency in at least one modern programming language such as C, C++, C#, Java","· Here are some things that we'd prefer to see, though none is independently a requirement:  · Master’s degree in Computer Science, or equivalent experience.  · Experience using Spring.  · Experience testing web services.  · Deep understanding of OOP concepts, algorithms and data structures.  · Able to write clean, maintainable automation with maximum longevity.  Amazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.  #adssde",Display Ad Products
459,Software Development Engineer,"US, WA, Seattle","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877496/software-development-engineer,2019-06-13,"The Alexa Shopping Grocery Team, a team within Alexa Voice Shopping, enables customers to quickly build carts of all their household grocery needs using voice and across device formats such as the Echo Dot, Echo Show, Fire TV, and many more. Our vision is to enable a voice grocery experience that wows customers with its simplicity and convenience to take the hard (and boring) work out of grocery shopping.Customers using Alexa to buy grocery items will be delighted when the virtual assistant enable customers to re-order their entire grocery with one simple Alexa command and make smart recommendations to complete your grocery shopping. Alexa can help schedule deliveries right to home, or allow the customer to pick-up the order in-store.What you will work on: We are seeking talented and experienced engineers to design and develop conversational shopping experiences. You'll have the freedom (and encouragement) to experiment, invent, and innovate on how grocery shopping should work. Our customers shouldn’t need to think about what groceries they need; Amazon should just know. Using speech recognition, natural language understanding, machine learning, research science and other big data technologies, you will have an impact on Amazon's new devices and the way shopping is done in the area of IoT. You will get to influence the overall architecture, and build things to massively scale. Finally, you will have the satisfaction of being able to look back and say you were a key contributor to something special from its earliest stages.","* Bachelor’s Degree in Computer Science or related field* Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education* 3+ years professional experience in software development* Computer Science fundamentals in object-oriented design* Computer Science fundamentals in data structures* Computer Science fundamentals in algorithm design, problem solving, and complexity analysis* Proficiency in, at least, one modern programming language such as C, C++, Objective C, or Java","* Experience building complex software systems that have been successfully delivered to customers* Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations* Ability to take a project from scoping requirements through actual launch of the project* Experience in mobile development and mobile security.* Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs",Alexa Shopping
460,Software Development Engineer,"US, WA, Seattle","June 13, 2019",https://www.amazon.jobs/en-gb/jobs/877495/software-development-engineer,2019-06-13,"With Alexa devices proliferating across homes, offices, cars and mobile, Alexa is going to play a significant role in helping customers capture their needs in the moment. The Alexa Shopping Team is enabling this vision by becoming the preferred way to capture and manage customer's grocery needs. By combining the ease of talking to Alexa with social shopping through sophisticated AI, we will transform how customers shop in stores and online. We will help customers anticipate and keep track of what they need, help them save time and get the best value during shopping. We will ensure they always get everything on their shopping list without forgetting anything.What you will do: As a part of this team you will have the opportunity to contribute or develop deep expertise in the areas of distributed systems, machine learning, conversational technologies, front-end app development, data storage and data pipelines. You'll have the freedom (and encouragement) to experiment, improve, invent, and innovate on behalf of our customers. You will have an impact on Amazon's new devices and the way shopping is done in the area of virtual assistants, chatbots and IoT. And finally you will have the satisfaction of being able to look back and say you were a key contributor to something special from its earliest stages. You will be working closely with multiple product managers and engineers from partner teams in Amazon Retail, Alexa, Speech Recognition and a Research Sciences team.What we are looking for: We are seeking talented and experienced engineers to design and develop the voice and visual experiences, machine learning models and the distributed systems that bring this vision together. We will welcome previous experience in any one of these areas or a full-stack experience that spans multiple front-end and backend technologies.","* Bachelor’s Degree in Computer Science or related field* Equivalent experience to a Bachelor's degree based on 3 years of work experience for every 1 year of education* 3+ years professional experience in software development* Computer Science fundamentals in object-oriented design* Computer Science fundamentals in data structures* Computer Science fundamentals in algorithm design, problem solving, and complexity analysis* Proficiency in, at least, one modern programming language such as C, C++, Objective C, or Java","* Experience building complex software systems that have been successfully delivered to customers* Experience in any one or more of the following areas: distributed systems, app development, machine learning, full-stack development.* Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations* Ability to take a project from scoping requirements through actual launch of the project* Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.",Alexa Shopping
